Id,budget,gross,,
3691,2000000,20908467,,
3692,51000000,149270999,,
3693,62000000,127666415,,
3694,48000000,90383208,,
3695,95000000,76432727,,
3696,,18062,,
3697,127500000,349822765,,
3698,123000000,363597184,,
3699,12800000,40059672,,
3700,70000000,374111707,,
3701,10000000,44567606,,
3702,60000000,124745083,,
3703,100000000,110983407,,
3704,50000000,50054511,,
3705,11000000,59827328,,
3706,25000000,1308242,,
3707,85000000,58292295,,
3708,7000000,28780255,,
3709,15000000,40863718,,
3710,31000000,68106245,,
3711,32000000,82343495,,
3712,43000000,62198945,,
3713,20000000,27728118,,
3714,55000000,99274467,,
3715,35000000,27965865,,
3716,13500000,17989227,,
3717,40000000,55707411,,
3718,75000000,215663859,,
3719,83000000,59468275,,
3720,,940944,,
3721,42000000,32168970,,
3722,54000000,47053625,,
3723,85000000,183611771,,
3724,80000000,33463969,,
3725,45000000,33978694,,
3726,63600000,19412993,,
3727,55000000,33426588,,
3728,46000000,107626125,,
3729,43000000,80049764,,
3730,80000000,39459427,,
3731,75000000,36754634,,
3732,13000000,62464731,,
3733,30000000,47267829,,
3734,35000000,50802120,,
3735,25000000,91036760,,
3736,30000000,173959438,,
3737,37000000,15910104,,
3738,,238471,,
3739,29000000,59945183,,
3740,29000000,26385941,,
3741,,122121,,
3742,15000000,47737094,,
3743,60000000,71732303,,
3744,80000000,66579890,,
3745,1200000,11242521,,
3746,65000000,110317580,,
3747,57000000,18133495,,
3748,60000000,51880044,,
3749,,1196218,,
3750,,16575074,,
3751,90000000,14828081,,
3752,20000000,18404706,,
3753,11000000,24419914,,
3754,8500000,13200972,,
3755,76000000,35134820,,
3756,10000000,1961544,,
3757,84000000,166339890,,
3758,14000000,60103680,,
3759,65000000,62761005,,
3760,10000000,2463650,,
3761,8000000,11155214,,
3762,19000000,19748009,,
3763,10000000,148701,,
3764,24000000,36609995,,
3765,35000000,25850615,,
3766,32000000,9902115,,
3767,250000,1182065,,
3768,65000000,90726668,,
3769,6000000,10994533,,
3770,60000000,40400425,,
3771,,8601053,,
3772,4000000,4224065,,
3773,,580372,,
3774,1500000,268117,,
3775,51000000,15471969,,
3776,10000000,28741330,,
3777,2000000,2046433,,
3778,1000000,24963,,
3779,,,,
3780,,1961054,,
3781,25000000,15843608,,
3782,23000000,22844291,,
3783,24000000,924036,,
3784,14000000,38574362,,
3785,8000000,10194274,,
3786,24000000,12452362,,
3787,,151086,,
3788,,25461,,
3789,24000000,13743212,,
3790,20000000,22428990,,
3791,1500000,12413888,,
3792,1000000,2019121,,
3793,24000000,5280035,,
3794,1000000,1666028,,
3795,,313768,,
3796,24000000,12591270,,
3797,8500000,270745,,
3798,6000000,35547761,,
3799,,6531687,,
3800,,126783,,
3801,,274675,,
3802,21000000,6620242,,
3803,16000000,321279,,
3804,63000000,10890222,,
3805,3600000,43805,,
3806,65000000,40443010,,
3807,,1322763,,
3808,,9206279,,
3809,30000000,103291131,,
3810,,95242,,
3811,,254380,,
3812,,30915,,
3813,,60726164,,
3814,25000000,29934477,,
3815,,80334,,
3816,35000000,53425292,,
3817,,9719848,,
3818,10000000,15250594,,
3819,,1400,,
3820,35000000,29364989,,
3821,10000000,5164404,,
3822,14000000,3169930,,
3823,15000000,10873148,,
3824,8000000,105983,,
3825,30000000,96159800,,
3826,60000000,14145677,,
3827,,100544,,
3828,3000000,40361,,
3829,,14596148,,
3830,8000000,3033646,,
3831,1000000,13276,,
3832,13000000,299792,,
3833,50000000,31355910,,
3834,15000000,5753678,,
3835,5000000,16643191,,
3836,,,,
3837,,1111273,,
3838,,6831,,
3839,,,,
3840,25000000,24362772,,
3841,,,,
3842,14000000,3284444,,
3843,,512451,,
3844,125000000,1006968171,,
3845,38000000,207305509,,
3846,93000000,897690072,,
3847,18000000,141774679,,
3848,15000000,20263646,,
3849,115000000,579707738,,
3850,19000000,355475245,,
3851,6000000,6981586,,
3852,15000000,66468985,,
3853,45000000,141220678,,
3854,85000000,450717150,,
3855,60000000,487853320,,
3856,92000000,172989651,,
3857,58000000,316791257,,
3858,98000000,443280904,,
3859,140000000,449220945,,
3860,21000000,71444482,,
3861,10000000,173997108,,
3862,45000000,104876233,,
3863,100000000,235926552,,
3864,7000000,8764007,,
3865,3000000,23182223,,
3866,65000000,117487473,,
3867,53000000,83282296,,
3868,87000000,351692268,,
3869,26000000,165335153,,
3870,50000000,184935320,,
3871,68000000,203388341,,
3872,42000000,68467960,,
3873,100000000,362211740,,
3874,17000000,209947037,,
3875,17700000,30987695,,
3876,120000000,186053725,,
3877,48000000,85498534,,
3878,34000000,19772447,,
3879,5000000,295206,,
3880,40000000,141069860,,
3881,28000000,60780981,,
3882,93000000,368780809,,
3883,68000000,96976270,,
3884,19800000,87754044,,
3885,102000000,147080413,,
3886,10000000,59371303,,
3887,,7640680,,
3888,32000000,44102389,,
3889,80000000,98376292,,
3890,42000000,35402320,,
3891,4000000,45011434,,
3892,35000000,147934180,,
3893,40000000,91753202,,
3894,,2672527,,
3895,,704808,,
3896,25000000,281995610,,
3897,22000000,97818139,,
3898,72000000,27642707,,
3899,,6766381,,
3900,115000000,143049560,,
3901,115000000,274703340,,
3902,30000000,287553595,,
3903,11000000,17423030,,
3904,60000000,105178561,,
3905,90000000,347325802,,
3906,13000000,131706809,,
3907,75000000,54249294,,
3908,48000000,35743308,,
3909,47000000,85191134,,
3910,20000000,31283740,,
3911,23000000,36642838,,
3912,62000000,18720175,,
3913,68000000,114252154,,
3914,11000000,17077882,,
3915,22000000,33788161,,
3916,57000000,147845033,,
3917,35000000,74558115,,
3918,21150000,39438674,,
3919,39000000,28510652,,
3920,28000000,77516304,,
3921,29000000,70752904,,
3922,35000000,29419291,,
3923,35000000,13678913,,
3924,28000000,14010832,,
3925,20000000,18916623,,
3926,57000000,19334145,,
3927,70000000,14026418,,
3928,,765705,,
3929,22000000,26086706,,
3930,30000000,23619609,,
3931,35000000,94728529,,
3932,35000000,57756408,,
3933,1500000,1612259,,
3934,24000000,14782676,,
3935,6000000,3645107,,
3936,16000000,29381649,,
3937,68000000,65001485,,
3938,14000000,14343028,,
3939,,318451,,
3940,40000000,65754228,,
3941,48000000,76019048,,
3942,50000000,100020092,,
3943,107000000,87812729,,
3944,27000000,23903791,,
3945,1400000,80631,,
3946,11000000,23430766,,
3947,75000000,67631903,,
3948,75000000,7622365,,
3949,1700000,44763181,,
3950,7000000,3313583,,
3951,,3176880,,
3952,13000000,5007898,,
3953,39000000,14866015,,
3954,4500000,6582065,,
3955,10000000,42776760,,
3956,30000000,102992536,,
3957,94000000,54744738,,
3958,22000000,19900366,,
3959,,3007903,,
3960,,970676,,
3961,50000000,79958599,,
3962,,69958,,
3963,,1724806,,
3964,72000000,37317673,,
3965,29000000,36684136,,
3966,137000000,85131830,,
3967,49000000,74005691,,
3968,,396897,,
3969,27000000,16923761,,
3970,60000000,200687492,,
3971,31000000,30919415,,
3972,46000000,138307673,,
3973,25000000,64437847,,
3974,57000000,62112895,,
3975,1500000,1309316,,
3976,,316221,,
3977,23000000,38689940,,
3978,,7310206,,
3979,,15713204,,
3980,,13782896,,
3981,,262891,,
3982,21000000,28008462,,
3983,27000000,12881605,,
3984,60000000,56359980,,
3985,5500000,16153953,,
3986,,24322180,,
3987,13000000,19937988,,
3988,53000000,29715606,,
3989,,4858869,,
3990,7500000,11334547,,
3991,15000000,2300684,,
3992,,4931888,,
3993,,830286,,
3994,40000000,32533802,,
3995,5000000,19260537,,
3996,13000000,16171098,,
3997,,1574660,,
3998,5000000,5480653,,
3999,18000000,13578186,,
4000,70000000,176104344,,
4001,,15571,,
4002,25000000,18634654,,
4003,,1460687,,
4004,,10366360,,
4005,17000000,4299141,,
4006,50000000,39976235,,
4007,38000000,24690441,,
4008,3000000,10031529,,
4009,,11767402,,
4010,1000000,10013424,,
4011,30000000,18195610,,
4012,35000000,16176732,,
4013,,12806614,,
4014,,30787356,,
4015,,15747450,,
4016,700000,1846059,,
4017,7000000,10229331,,
4018,16000000,8378853,,
4019,25000000,12320393,,
4020,38000000,763740,,
4021,60000000,38464131,,
4022,14000000,13127022,,
4023,22000000,5271666,,
4024,49000000,71186502,,
4025,100000,515900,,
4026,35000000,43057552,,
4027,13000000,22391450,,
4028,30000000,8694320,,
4029,,1318945,,
4030,15000000,4035192,,
4031,,384098,,
4032,,4634077,,
4033,30000000,1198113,,
4034,250000,4677852,,
4035,,270811,,
4036,11000000,25272752,,
4037,,5393526,,
4038,23000000,44460850,,
4039,7000000,4760014,,
4040,5000000,621592,,
4041,8000000,2534372,,
4042,20000000,5323109,,
4043,33000000,18914307,,
4044,139000000,825025036,,
4045,68000000,193921372,,
4046,41000000,242875078,,
4047,35000000,120072577,,
4048,100000000,879602366,,
4049,94000000,947495095,,
4050,80000000,181001478,,
4051,33000000,102984862,,
4052,52000000,352114312,,
4053,8000000,85720385,,
4054,,30680793,,
4055,,6479328,,
4056,48000000,249348933,,
4057,72000000,408247917,,
4058,60000000,214034224,,
4059,115000000,653779970,,
4060,4000000,9304609,,
4061,84000000,275650703,,
4062,60000000,82150183,,
4063,102000000,358372926,,
4064,63000000,296938801,,
4065,78000000,209196298,,
4066,100000000,193772504,,
4067,15000000,18009625,,
4068,30000000,180622424,,
4069,35000000,75395048,,
4070,,54639553,,
4071,19000000,32801173,,
4072,50000000,119137784,,
4073,59000000,383257136,,
4074,48000000,197079546,,
4075,46000000,113758770,,
4076,140000000,445135288,,
4077,80000000,273144151,,
4078,45000000,306776732,,
4079,11800000,47494916,,
4080,140000000,110041363,,
4081,5000000,368744044,,
4082,75000000,115374915,,
4083,43000000,69319426,,
4084,70000000,277448382,,
4085,20000000,5368217,,
4086,60000000,180630907,,
4087,25000000,24675714,,
4088,142000000,431971116,,
4089,80000000,123729176,,
4090,,76585828,,
4091,21000000,43928932,,
4092,25000000,51843679,,
4093,20000000,68349884,,
4094,5000000,38275483,,
4095,55000000,154906693,,
4096,80000000,122563539,,
4097,54000000,155010032,,
4098,12000000,56298474,,
4099,13000000,97837138,,
4100,30000000,130549455,,
4101,30000000,33013805,,
4102,10000000,16994625,,
4103,31000000,177395557,,
4104,60000000,67336470,,
4105,30000000,45867333,,
4106,35000000,45479110,,
4107,35000000,16838910,,
4108,25000000,108846072,,
4109,17000000,95146283,,
4110,12000000,52223306,,
4111,1500000,30553394,,
4112,,234255,,
4113,13000000,31167388,,
4114,18000000,43325009,,
4115,50000000,171269535,,
4116,,5427830,,
4117,36000000,102244770,,
4118,12000000,61141030,,
4119,5000000,23932055,,
4120,6428966,8836958,,
4121,47000000,30002758,,
4122,30000000,62274780,,
4123,4000000,11832822,,
4124,70000000,51386477,,
4125,32000000,55305279,,
4126,12500000,23367586,,
4127,8000000,16860964,,
4128,2000000,685608,,
4129,4000000,2046061,,
4130,38000000,51806184,,
4131,42000000,63781810,,
4132,60000000,199043471,,
4133,50000000,8382938,,
4134,35000000,29882645,,
4135,250000,3809226,,
4136,15000000,52970014,,
4137,30000000,105834556,,
4138,16000000,43411001,,
4139,20000000,57588485,,
4140,13000000,37664855,,
4141,115000000,77628265,,
4142,10000000,33526835,,
4143,55000000,6632383,,
4144,25000000,41604473,,
4145,38000000,119723358,,
4146,15000000,19344615,,
4147,22000000,80693537,,
4148,50000000,56714147,,
4149,70000000,32287044,,
4150,,128027976,,
4151,10000000,1036520,,
4152,500000,264349,,
4153,60000000,52323400,,
4154,15600000,13802599,,
4155,27000000,73839240,,
4156,10000000,13904766,,
4157,,3116526,,
4158,60000000,104391623,,
4159,10000000,34411240,,
4160,,64790996,,
4161,,1007747,,
4162,29000000,20146150,,
4163,100000000,65716126,,
4164,120000000,169956806,,
4165,9000000,6919198,,
4166,,2801397,,
4167,70000000,25852764,,
4168,45000000,94935764,,
4169,16000000,21672284,,
4170,40000000,2622015,,
4171,40000000,8493890,,
4172,13500000,29027914,,
4173,1000000,1239183,,
4174,10000000,19576023,,
4175,7000000,2704951,,
4176,50000000,31794718,,
4177,85000000,78382433,,
4178,20000000,14946150,,
4179,18000000,1073198,,
4180,3500000,3657876,,
4181,12000000,77063924,,
4182,3500000,41062976,,
4183,6000000,16217411,,
4184,30000000,13414416,,
4185,6500000,12633747,,
4186,,25382911,,
4187,15000000,12150301,,
4188,250000,144008,,
4189,20000000,15020293,,
4190,,21107578,,
4191,10000000,3651462,,
4192,70000000,66200782,,
4193,,42426583,,
4194,10000000,5808941,,
4195,33000000,115035090,,
4196,30000000,27674124,,
4197,65000000,172855065,,
4198,,4412203,,
4199,14000000,6413915,,
4200,12000000,12517488,,
4201,35000000,18012097,,
4202,15000000,26306533,,
4203,25000000,12302219,,
4204,3500000,254683,,
4205,,33272835,,
4206,26000000,38793283,,
4207,,308552,,
4208,20000000,115121981,,
4209,,8690168,,
4210,4000000,563711,,
4211,40000000,18902015,,
4212,,772336,,
4213,12000000,1440653,,
4214,10600000,33988736,,
4215,60000000,55003135,,
4216,10000000,38068353,,
4217,,462976,,
4218,25000000,60694737,,
4219,100000000,7103973,,
4220,,1758689,,
4221,34000000,23833131,,
4222,2000000,3438804,,
4223,21000000,10011050,,
4224,13000000,19233280,,
4225,40000000,16872671,,
4226,85000000,77885672,,
4227,,1692272,,
4228,1200000,68716,,
4229,,411830,,
4230,70000000,20154899,,
4231,8000000,28316451,,
4232,10000000,6282446,,
4233,,44310395,,
4234,12500000,16318449,,
4235,9000000,2845696,,
4236,,3633509,,
4237,3000000,7777790,,
4238,12000000,33082548,,
4239,25000000,14815898,,
4240,40000000,29676703,,
4241,11000000,4247089,,
4242,,104130,,
4243,,132221,,
4244,30000000,180906076,,
4245,140000000,654264015,,
4246,94000000,1146030912,,
4247,24000000,87135520,,
4248,25000000,156595191,,
4249,40000000,245203167,,
4250,38000000,38955598,,
4251,76000000,236350661,,
4252,22000000,95708457,,
4253,3000000,15189934,,
4254,4000000,118686937,,
4255,80000000,68514844,,
4256,70000000,123218424,,
4257,150000000,741847937,,
4258,15000000,24152155,,
4259,2800000,1162593,,
4260,94000000,940352645,,
4261,137000000,245285165,,
4262,35000000,131095990,,
4263,2000000,10128960,,
4264,12600000,28650575,,
4265,60000000,176070171,,
4266,200000000,433371112,,
4267,100000000,121975011,,
4268,8000000,58469210,,
4269,150000000,427344325,,
4270,78000000,179179718,,
4271,150000000,211622535,,
4272,60000000,38364277,,
4273,6000000,4988181,,
4274,9500000,107363905,,
4275,80000000,207725639,,
4276,140000000,454627263,,
4277,20000000,71406573,,
4278,80000000,43935763,,
4279,110000000,407711549,,
4280,85000000,80981914,,
4281,7000000,16829545,,
4282,28000000,90259536,,
4283,29000000,98769390,,
4284,,22441497,,
4285,79000000,173013509,,
4286,40000000,190538630,,
4287,12000000,23726793,,
4288,30000000,48260279,,
4289,48000000,220673217,,
4290,50000000,177502387,,
4291,78000000,179265204,,
4292,25000000,50732139,,
4293,130000000,273339556,,
4294,22000000,68296293,,
4295,65000000,141337989,,
4296,30000000,116632628,,
4297,81000000,484592874,,
4298,10000000,16689283,,
4299,33000000,223853736,,
4300,20000000,160846332,,
4301,120000000,259175788,,
4302,45000000,124914842,,
4303,17000000,23769505,,
4304,75000000,195745823,,
4305,500000,54683487,,
4306,80000000,265328738,,
4307,12000000,33030115,,
4308,109000000,133960541,,
4309,128000000,250397798,,
4310,10000000,402599,,
4311,75000000,86468162,,
4312,26000000,90941129,,
4313,20000000,60427839,,
4314,60000000,120801243,,
4315,40000000,160466000,,
4316,55000000,46061847,,
4317,62000000,65565672,,
4318,18000000,58878723,,
4319,87000000,148336445,,
4320,55000000,232722935,,
4321,18000000,101564935,,
4322,,6291958,,
4323,95000000,160099222,,
4324,3000000,10012022,,
4325,11000000,47488536,,
4326,38000000,197101678,,
4327,54000000,7266209,,
4328,50000000,55495563,,
4329,60000000,73498611,,
4330,19000000,39267515,,
4331,60000000,80154140,,
4332,17000000,63102666,,
4333,50000000,88323487,,
4334,68000000,81240406,,
4335,,8945072,,
4336,60000000,164433867,,
4337,60000000,117248958,,
4338,40000000,19322135,,
4339,18000000,62228395,,
4340,5000000,2466444,,
4341,90000000,182290266,,
4342,60000000,80773077,,
4343,12000000,13818181,,
4344,56000000,12923936,,
4345,16500000,16763804,,
4346,36000000,44350926,,
4347,500000,8701337,,
4348,,79316957,,
4349,50000000,42792561,,
4350,30000000,22954068,,
4351,6000000,5141166,,
4352,40000000,141591324,,
4353,28000000,58795814,,
4354,,20235426,,
4355,23000000,76490720,,
4356,6000000,2944752,,
4357,17000000,55534455,,
4358,3200000,10464788,,
4359,25000000,56489558,,
4360,20000000,44617342,,
4361,,18750246,,
4362,,29119434,,
4363,10000000,93400759,,
4364,,13200241,,
4365,30000000,19526014,,
4366,15000000,34622504,,
4367,60000000,88929111,,
4368,,8482993,,
4369,35000000,53293628,,
4370,46000000,101191884,,
4371,,7929307,,
4372,6400000,2561820,,
4373,75000000,51142659,,
4374,,528245,,
4375,,50097949,,
4376,9500000,14776760,,
4377,,5762801,,
4378,,167999,,
4379,55000000,65784503,,
4380,,6585516,,
4381,,453133,,
4382,,436365,,
4383,,34196922,,
4384,,2905499,,
4385,,8604201,,
4386,52000000,37713879,,
4387,35000000,39468111,,
4388,24000000,23510621,,
4389,,3783,,
4390,41000000,34268701,,
4391,,7986084,,
4392,4000000,826617,,
4393,5000000,782606,,
4394,33000000,164729679,,
4395,20000000,8564586,,
4396,,21964072,,
4397,,2799773,,
4398,40000000,26891849,,
4399,15000000,23014206,,
4400,850000,865028,,
4401,35000000,11705002,,
4402,,8211508,,
4403,,12661189,,
4404,30000000,33972062,,
4405,18000000,13585075,,
4406,8000000,6586341,,
4407,,2707738,,
4408,20000000,186303759,,
4409,14000000,18191005,,
4410,20000000,17432163,,
4411,5000000,5175215,,
4412,2500000,579986,,
4413,12000000,4928883,,
4414,10000000,1271244,,
4415,35200000,38620484,,
4416,8000000,435625,,
4417,300000,3282321,,
4418,7500000,886018,,
4419,,499149,,
4420,,83439,,
4421,,5254422,,
4422,38000000,11560806,,
4423,,58202,,
4424,17000000,9439660,,
4425,10000000,459098,,
4426,2500000,3039587,,
4427,,2917393,,
4428,25000000,55250496,,
4429,,12991996,,
4430,30000000,29632684,,
4431,,377271,,
4432,780000,1310470,,
4433,,10781635,,
4434,1300000,65497208,,
4435,,9781854,,
4436,15000000,6415017,,
4437,,34883010,,
4438,18000000,45490616,,
4439,,343847,,
4440,16000000,14390329,,
4441,,478996,,
4442,,546106,,
4443,,1277800,,
4444,25000000,30381722,,
4445,25000000,22605153,,
4446,20000000,168423227,,
4447,37000000,113100873,,
4448,17000000,130126277,,
4449,130000000,797361618,,
4450,175000000,497409852,,
4451,20000000,74036715,,
4452,30000000,154118820,,
4453,29000000,117815157,,
4454,60000000,219100084,,
4455,160000000,300157638,,
4456,92000000,631607053,,
4457,1200000,103911669,,
4458,65000000,220239925,,
4459,110000000,213719942,,
4460,200000000,788976453,,
4461,33000000,54700105,,
4462,120000000,353133898,,
4463,24000000,236214446,,
4464,80000000,55470154,,
4465,30000000,216763646,,
4466,,30097092,,
4467,60000000,256697520,,
4468,,2766976,,
4469,13000000,96822421,,
4470,125000000,552639571,,
4471,,11850214,,
4472,400000,46138887,,
4473,75000000,198520934,,
4474,70000000,130834852,,
4475,,92181574,,
4476,37000000,96455697,,
4477,150000000,928760770,,
4478,6500000,98410061,,
4479,75000000,290835269,,
4480,26000000,102278712,,
4481,30000000,612054506,,
4482,45000000,129342769,,
4483,66000000,99378985,,
4484,26000000,90709367,,
4485,46000000,57223890,,
4486,50000000,34809623,,
4487,140000000,211468235,,
4488,5000000,8203235,,
4489,70000000,154649125,,
4490,27000000,115505027,,
4491,100000000,347512318,,
4492,155000000,167298192,,
4493,105000000,115900534,,
4494,,1590308,,
4495,80000000,96105910,,
4496,120000000,203567857,,
4497,110000000,362744280,,
4498,9000000,23936908,,
4499,65000000,131977904,,
4500,60000000,177427090,,
4501,80000000,522657936,,
4502,16000000,109706931,,
4503,30000000,61950770,,
4504,60000000,170268750,,
4505,75000000,374583879,,
4506,2700000,15936507,,
4507,31000000,27388767,,
4508,7000,545436,,
4509,19000000,70067909,,
4510,42000000,178311729,,
4511,,1482316,,
4512,30000000,141067127,,
4513,80000000,181216833,,
4514,35000000,76665191,,
4515,17500000,33882243,,
4516,45000000,65470529,,
4517,20000000,104882445,,
4518,40000000,10898337,,
4519,2500000,35825316,,
4520,40000000,134734481,,
4521,50000000,40954603,,
4522,100000000,82102379,,
4523,12000000,24829644,,
4524,12000000,20205757,,
4525,40000000,46546197,,
4526,40000000,123971376,,
4527,23000000,12313323,,
4528,40000000,92913171,,
4529,7000000,24716440,,
4530,25000000,116650613,,
4531,32000000,50826898,,
4532,10000000,10143022,,
4533,10000000,187281115,,
4534,110000000,72178895,,
4535,31000000,41682237,,
4536,50000000,71992655,,
4537,165000000,314215454,,
4538,19000000,73029190,,
4539,28000000,64445708,,
4540,27000000,21148829,,
4541,,1532932,,
4542,22000000,37666766,,
4543,25000000,71255003,,
4544,30000000,21741598,,
4545,25000000,57678321,,
4546,11000000,17050017,,
4547,20000000,70992898,,
4548,,217499,,
4549,15000000,33251890,,
4550,50000000,49718611,,
4551,26000000,48551322,,
4552,70000000,57947036,,
4553,,3222439,,
4554,90000000,103370127,,
4555,50000000,170128460,,
4556,,92863945,,
4557,,11169386,,
4558,,203450,,
4559,60000000,62657868,,
4560,56600000,69424389,,
4561,42000000,117592831,,
4562,45000000,35021497,,
4563,5000000,10275509,,
4564,50000000,203172417,,
4565,26000000,61315215,,
4566,30000000,10592180,,
4567,35000000,35492921,,
4568,107000000,25819961,,
4569,,2039526,,
4570,15000000,14867514,,
4571,100000000,108040622,,
4572,40000000,265126918,,
4573,500000,802948,,
4574,25000000,27685016,,
4575,3500000,97446,,
4576,,57663711,,
4577,8600000,7565807,,
4578,,1553020,,
4579,5000000,40423279,,
4580,16000000,14821824,,
4581,1000000,3403957,,
4582,57000000,28283637,,
4583,30000000,21289826,,
4584,20000000,23925492,,
4585,23000000,19463185,,
4586,80000000,78110021,,
4587,15000000,1914166,,
4588,,1953889,,
4589,20000000,20094909,,
4590,,43731621,,
4591,7500000,6715067,,
4592,40000000,26170671,,
4593,40000000,14494036,,
4594,60000000,35060882,,
4595,20000000,9448644,,
4596,,2288093,,
4597,,1610897,,
4598,12000000,31326183,,
4599,,88385944,,
4600,,4678405,,
4601,,516930,,
4602,19250000,8112712,,
4603,110000000,145358062,,
4604,60000000,96593018,,
4605,22000000,21513434,,
4606,4200000,50336279,,
4607,30000000,21560182,,
4608,55000000,100572044,,
4609,,10852064,,
4610,,1510052,,
4611,8000000,50576805,,
4612,,6878433,,
4613,23000000,8447615,,
4614,,20421130,,
4615,6500000,89781,,
4616,,3764219,,
4617,,1236518,,
4618,50000000,6808550,,
4619,7000000,6887221,,
4620,35000000,22035509,,
4621,32000000,30031874,,
4622,,156767,,
4623,,3664858,,
4624,3000000,12594630,,
4625,11000000,13267869,,
4626,,11782282,,
4627,2000000,1635056,,
4628,12000000,16951702,,
4629,,5859242,,
4630,,10836270,,
4631,12800000,76287982,,
4632,,537871,,
4633,,7444906,,
4634,8000000,1526951,,
4635,,36613,,
4636,,18328469,,
4637,,809686,,
4638,,7312209,,
4639,30000000,14615099,,
4640,,9789651,,
4641,70000,3255426,,
4642,,2096892,,
4643,,20129327,,
4644,150000000,896678241,,
4645,26000000,177378645,,
4646,85000000,162242962,,
4647,28000000,121616555,,
4648,150000000,373661946,,
4649,,57130027,,
4650,14000000,178062759,,
4651,40000000,158733820,,
4652,150000000,474968763,,
4653,54000000,132511035,,
4654,180000000,745013115,,
4655,40000000,288467645,,
4656,132000000,603873119,,
4657,130000000,218122627,,
4658,100000000,230884728,,
4659,113000000,868390560,,
4660,207000000,562363449,,
4661,50000000,104478416,,
4662,100000000,333535934,,
4663,,3814717,,
4664,39000000,40445129,,
4665,110000000,487287646,,
4666,126000000,162949164,,
4667,3000000,18637690,,
4668,15000000,85638656,,
4669,4800000,81979826,,
4670,35000000,86369815,,
4671,30000000,35294470,,
4672,75000000,542063846,,
4673,950000,7022209,,
4674,25000000,42013878,,
4675,82000000,191466556,,
4676,26000000,96258201,,
4677,40000000,68766121,,
4678,45000000,92374674,,
4679,50000000,111069515,,
4680,80000000,162944923,,
4681,28000000,186797986,,
4682,25000000,13411957,,
4683,70000000,130982129,,
4684,15000000,15785148,,
4685,25000000,82468097,,
4686,56000000,198636868,,
4687,32000000,61385065,,
4688,7000000,20901859,,
4689,70000000,371594210,,
4690,4000000,866999,,
4691,40000000,31670620,,
4692,75000000,262511490,,
4693,72000000,97076152,,
4694,50000000,46117696,,
4695,4000000,147748505,,
4696,,7155807,,
4697,55000000,223387299,,
4698,30000000,76669554,,
4699,30000000,68357079,,
4700,50000000,72617068,,
4701,65000000,65079104,,
4702,900000,381420,,
4703,19000000,107516369,,
4704,53000000,95763716,,
4705,,51024243,,
4706,45000000,72662923,,
4707,88000000,108539911,,
4708,25000000,123276807,,
4709,88000000,105316267,,
4710,130000000,119240351,,
4711,40000000,118090836,,
4712,32000000,89083229,,
4713,35000000,30526509,,
4714,30000000,49334775,,
4715,475000,3947579,,
4716,1000000,30894796,,
4717,,3942254,,
4718,19000000,145166804,,
4719,43000000,56995646,,
4720,60000000,58072119,,
4721,75000000,142400065,,
4722,60000000,130154568,,
4723,62000000,53321673,,
4724,84000000,59981548,,
4725,70000000,88933562,,
4726,45000000,38075318,,
4727,,40442443,,
4728,45000000,56070433,,
4729,30000000,33296457,,
4730,,23834149,,
4731,10000000,47329961,,
4732,100000000,204681899,,
4733,7900000,2635305,,
4734,18000000,92884429,,
4735,58000000,102854431,,
4736,7000000,49327405,,
4737,43000000,93983911,,
4738,1500000,11098131,,
4739,15000000,47074133,,
4740,40000000,21577624,,
4741,45000000,52164016,,
4742,150000000,314432837,,
4743,43000000,155457327,,
4744,50000000,22984628,,
4745,50000000,163995949,,
4746,,20361,,
4747,22000000,45109561,,
4748,2000000,5969708,,
4749,5500000,50652203,,
4750,50000000,144146816,,
4751,30000000,194137091,,
4752,,37691644,,
4753,29000000,21733230,,
4754,15000000,47096206,,
4755,6500000,39323027,,
4756,30000000,127369981,,
4757,38000000,29621722,,
4758,45000000,101393569,,
4759,35000000,34252847,,
4760,30000000,50605163,,
4761,,9950133,,
4762,113000000,71022693,,
4763,50000000,93974620,,
4764,35000000,25211175,,
4765,22000000,57479076,,
4766,,2935242,,
4767,10000000,19770475,,
4768,45000000,50871113,,
4769,52000000,77663556,,
4770,26000000,15431177,,
4771,,16197824,,
4772,40000000,46563961,,
4773,85000000,131426169,,
4774,30000000,110013167,,
4775,,2421577,,
4776,25000000,3650275,,
4777,15000000,12045362,,
4778,3200000,719135,,
4779,10000000,27610873,,
4780,,1778006,,
4781,30000000,1123136,,
4782,7000000,54641191,,
4783,,27645491,,
4784,30000000,42886719,,
4785,1000000,32586408,,
4786,20000000,5048693,,
4787,25000000,18299138,,
4788,135000000,79268322,,
4789,2800000,23563727,,
4790,12500000,17356268,,
4791,,83697473,,
4792,18000000,46201432,,
4793,14000000,33589427,,
4794,25000000,3487678,,
4795,30000000,58231520,,
4796,35000000,103121466,,
4797,1500000,916051,,
4798,50000000,8483797,,
4799,80000000,10777375,,
4800,,881779,,
4801,19300000,566611,,
4802,,17521290,,
4803,20000000,12693645,,
4804,14000000,29612137,,
4805,16000000,3344431,,
4806,60000000,42580321,,
4807,10000000,91196419,,
4808,32000000,97918663,,
4809,,27165581,,
4810,20000000,14189860,,
4811,,2456454,,
4812,30000000,90754475,,
4813,80000000,11665465,,
4814,22000000,19126398,,
4815,169000,18586834,,
4816,,9995168,,
4817,30000000,18618284,,
4818,20000000,67192859,,
4819,,269755,,
4820,,2788033,,
4821,800000,8012838,,
4822,1000000,15151744,,
